Property Name,Rent Prices,Room size,Floor,Date
SOCIO Reference 61,18000,37,1-10,2023-09-24 11:30:00
Bang Aor Riverside Tower,60000,200,1-10,2023-09-24 11:30:00
The Trendy Condominium,13000,34,11-20,2023-09-24 11:30:00
XT EKKAMAI,20000,31,11-20,2023-09-24 11:30:00
Muniq Langsuan,65000,52,11-20,2023-09-24 11:30:00
Aspire Rama 9,28000,66,11-20,2023-09-24 11:30:00
Aspire Rama 9,22000,50,1-10,2023-09-24 11:30:00
Ashton Chula - Silom,29000,34,21-30,2023-09-24 11:30:00
Supalai Place Sukhumvit 39,35000,97,11-20,2023-09-24 11:30:00
THE LINE Phahonyothin Park,15000,33,1-10,2023-09-24 11:30:00
Lumpini Suite Phetchaburi - Makkasan,25000,41,11-20,2023-09-24 11:30:00
Supalai Veranda Rama 9,25000,63,21-30,2023-09-24 11:30:00
Brix Condominium,10000,25,21-30,2023-09-24 11:30:00
The Signature by URBANO,26000,55,1-10,2023-09-24 11:30:00
Ashton Asoke - Rama 9,35000,40,11-20,2023-09-24 11:30:00
Blocs 77,18000,40,11-20,2023-09-24 11:30:00
Park 24,28000,30,21-30,2023-09-24 11:30:00
IDEO Sukhumvit 93,22000,35,1-10,2023-09-24 11:30:00
IDEO Sukhumvit 93,35000,53,11-20,2023-09-24 11:30:00
Life Sukhumvit 48,27000,49,1-10,2023-09-24 11:30:00
Whizdom Avenue Ratchada - Ladprao,25000,35,21-30,2023-09-24 11:30:00
IDEO Mobi Sukhumvit Eastgate,12000,30,11-20,2023-09-24 11:30:00
Urbano Absolute Sathon - Taksin,15000,39,11-20,2023-09-24 11:30:00
The Trendy Condominium,14000,32,1-10,2023-09-24 11:30:00
Life @ Sathorn 10,18500,40,11-20,2023-09-24 11:30:00
Supalai Loft Talat Phlu Station,13500,43,11-20,2023-09-24 11:30:00
The Prime Suites,12000,35,1-10,2023-09-24 11:30:00
The Parkland Charan - Pinklao,15000,35,11-20,2023-09-24 11:30:00
Noble Remix,24000,40,11-20,2023-09-24 11:30:00
Lumpini Ville Sukhumvit 77,13900,56,1-10,2023-09-24 11:30:00
IDEO Mobi Asoke,36000,56,11-20,2023-09-24 11:30:00
Abstracts Phahonyothin Park,10000,24,21-30,2023-09-24 11:30:00
NICHE MONO CHAROEN NAKORN,12000,29,21-30,2023-09-24 11:30:00
The Ritz - Carlton Residences at MahaNakhon,250000,196,31-40,2023-09-24 11:30:00
The Excel Hideaway Sukhumvit 50,12500,30,1-10,2023-09-24 11:30:00
Kensington Kaset Campus,11000,27,11-20,2023-09-24 11:30:00
Aspire Rama 4,10000,28,11-20,2023-09-24 11:30:00
Chapter One Midtown Ladprao 24,13000,31,21-30,2023-09-24 11:30:00
Supalai Veranda Ratchavipha - Prachachuen,20000,66,21-30,2023-09-24 11:30:00
IDEO Q Ratchathewi,22000,34,11-20,2023-09-24 11:30:00
IDEO Q Ratchathewi,18000,34,11-20,2023-09-24 11:30:00
IDEO New Rama 9,11000,26,11-20,2023-09-24 11:30:00
IDEO O2,9500,27,11-20,2023-09-24 11:30:00
Knightsridge Bearing,9700,27,1-10,2023-09-24 11:30:00
The Excel Hideaway Sukhumvit 50,9900,30,1-10,2023-09-24 11:30:00
M Ladprao,15000,30,11-20,2023-09-24 11:30:00
Thana Astoria Pinklao,12000,29,1-10,2023-09-24 11:30:00
The Empire Place,50000,104,1-10,2023-09-24 11:30:00
Niche Mono Ramkhamhaeng,12000,29,21-30,2023-09-24 11:30:00
The Parkland Charan - Pinklao,16000,35,1-10,2023-09-24 11:30:00
Urbano Absolute Sathon - Taksin,35000,75,11-20,2023-09-24 11:30:00
Urbano Absolute Sathon - Taksin,12000,28,21-30,2023-09-24 11:30:00
Lumpini Park Phetkasem 98,13000,36,11-20,2023-09-24 11:30:00
THE LINE Phahon - Pradipat,21000,34,31-40,2023-09-24 11:30:00
MARU EKKAMAI 2,27000,35,11-20,2023-09-24 11:30:00
The Room Sukhumvit 64,12000,42,1-10,2023-09-24 11:30:00
Maestro 02 Ruamrudee,24000,30,1-10,2023-09-24 11:30:00
NICHE MONO CHAROEN NAKORN,12000,32,1-10,2023-09-24 11:30:00
Park 24,45000,60,1-10,2023-09-24 11:30:00
Belle Grand Rama 9,21000,50,21-30,2023-09-24 11:30:00
Mori Haus,50000,69,1-10,2023-09-24 11:30:00
IDEO Blucove Sukhumvit,11500,27,1-10,2023-09-24 11:30:00
The Niche Taksin,13000,42,11-20,2023-09-24 11:30:00
The Tree Sukhumvit 71 - Ekamai,14000,27,11-20,2023-09-24 11:30:00
C Ekkamai,17000,31,11-20,2023-09-24 11:30:00
The Light House,13000,34,11-20,2023-09-24 11:30:00
The Light House,11000,30,11-20,2023-09-24 11:30:00
The Parkland Taksin - Thapra,12000,41,21-30,2023-09-24 11:30:00
Aspire Sukhumvit 48,25000,62,1-10,2023-09-24 11:30:00
Life One Wireless,20000,35,1-10,2023-09-24 11:30:00
Artemis Sukhumvit 77,23000,47,21-30,2023-09-24 11:30:00
IDEO Phaholyothin - Chatujak,12500,28,21-30,2023-09-24 11:30:00
The Parkland Grand Taksin,10000,35,21-30,2023-09-24 11:30:00
IDEO O2,14000,33,11-20,2023-09-24 11:30:00
IDEO O2,12000,27,21-30,2023-09-24 11:30:00
Life One Wireless,22000,35,31-40,2023-09-24 11:30:00
IDEO Sathorn - Taksin,12000,35,21-30,2023-09-24 11:30:00
Sathorn Gallery Residences,90000,230,1-10,2023-09-24 11:30:00
IDEO O2,12000,26,21-30,2023-09-24 11:30:00
IDEO Mobi Bangsue Grand Interchange,11000,26,31-40,2023-09-24 11:30:00
The Link Sukhumvit 50,12000,32,1-10,2023-09-24 11:30:00
Life Ladprao,20000,36,11-20,2023-09-24 11:30:00
The Parkland Charan - Pinklao,23000,47,1-10,2023-09-24 11:30:00
The Tree RIO Bang - Aor Station,12000,31,31-40,2023-09-24 11:30:00
IDEO Sukhumvit 93,13000,26,11-20,2023-09-24 11:30:00
Chapter One Midtown Ladprao 24,12000,24,11-20,2023-09-24 11:30:00
Lumpini Place Rama 4 - Kluaynamthai,10000,30,11-20,2023-09-24 11:30:00
J.W. Boulevard Srivara,10888,30,1-10,2023-09-24 11:30:00
TEAL Sathorn - Taksin,30000,80,1-10,2023-09-24 11:30:00
Aspire Sukhumvit 48,14000,39,11-20,2023-09-24 11:30:00
Nara 9,22000,50,11-20,2023-09-24 11:30:00
Whizdom Connect Sukhumvit,28000,48,11-20,2023-09-24 11:30:00
Rhythm Sukhumvit 36 - 38,22000,34,21-30,2023-09-24 11:30:00
IDEO Q Chula - Samyan,23000,35,1-10,2023-09-24 11:30:00
Aspire Sukhumvit 48,11000,38,11-20,2023-09-24 11:30:00
Supalai Elite Phayathai,25000,60,1-10,2023-09-24 11:30:00
Supalai Loft Prajadhipok - Wongwian Yai,25000,62,1-10,2023-09-24 11:30:00
Lumpini Place Rama IX - Ratchada,12500,34,1-10,2023-09-24 11:30:00
Quattro by Sansiri,69000,87,1-10,2023-09-24 11:30:00
Lumpini Place Narathiwas - Chaopraya,11000,40,11-20,2023-09-24 11:30:00
THE LINE Sukhumvit 101,16000,34,21-30,2023-09-24 11:30:00
Lumpini Ville Sukhumvit 77,20000,65,11-20,2023-09-24 11:30:00
Supalai Place Sukhumvit 39,42000,112,1-10,2023-09-24 11:30:00
One9Five Asoke - Rama 9,22000,35,1-10,2023-09-24 11:30:00
PARK ORIGIN THONGLOR,70000,61,31-40,2023-09-24 11:30:00
Villa Asoke,25500,42,31-40,2023-09-24 11:30:00
Supalai City Resort Ratchayothin - Phaholyothin 32,12000,41,1-10,2023-09-24 11:30:00
The Kris Ratchada 17,12000,30,1-10,2023-09-24 11:30:00
Regent Home Sukhumvit 81,10000,29,1-10,2023-09-24 11:30:00
Ashton Chula - Silom,35000,33,31-40,2023-09-24 11:30:00
Q House Condo Sukhumvit 79,14500,31,11-20,2023-09-24 11:30:00
MODIZ Sukhumvit 50,12500,29,11-20,2023-09-24 11:30:00
IDEO Q Chula - Samyan,26000,35,1-10,2023-09-24 11:30:00
The Parkland Taksin - Thapra,10000,36,1-10,2023-09-24 11:30:00
Noble Remix,25000,38,11-20,2023-09-24 11:30:00
The Privacy Rama 9,12000,27,21-30,2023-09-24 11:30:00
Venio Sukhumvit 10,19000,26,1-10,2023-09-24 11:30:00
Knightsbridge Prime Onnut,18000,27,31-40,2023-09-24 11:30:00
IDEO Sukhumvit 93,36000,52,31-40,2023-09-24 11:30:00
IDEO Mobi Sukhumvit Eastpoint,10000,23,11-20,2023-09-24 11:30:00
IDEO Sukhumvit 93,13000,28,21-30,2023-09-24 11:30:00
The Stage Taopoon Interchange,21000,60,1-10,2023-09-24 11:30:00
Chateau In Town Rama 8,12000,31,11-20,2023-09-24 11:30:00
Chewathai Residence Asoke,23000,33,11-20,2023-09-24 11:30:00
Chateau In Town Rama 8,15000,33,1-10,2023-09-24 11:30:00
Centric Ratchayothin,15000,26,1-10,2023-09-24 11:30:00
Aspire Asoke - Ratchada,13000,30,1-10,2023-09-24 11:30:00
IDEO Ratchada - Huaykwang,17000,35,1-10,2023-09-24 11:30:00
Chapter Charoennakhon - Riverside,22000,34,21-30,2023-09-24 11:30:00
Silom Suite,16000,37,21-30,2023-09-24 11:30:00
HYDE Heritage Thonglor,55000,51,11-20,2023-09-24 11:30:00
Life Asoke Hype,22000,35,11-20,2023-09-24 11:30:00
Quattro by Sansiri,45000,53,1-10,2023-09-24 11:30:00
The Room Sukhumvit 79,20000,58,1-10,2023-09-24 11:30:00
The Base Park West Sukhumvit 77,10000,26,1-10,2023-09-24 11:30:00
Rhythm Sukhumvit 36 - 38,23000,34,1-10,2023-09-24 11:30:00
Premio Vetro,11500,28,11-20,2023-09-24 11:30:00
The Rich Rama 9 - Srinakarin,16000,28,11-20,2023-09-24 11:30:00
IDEO Q Chula - Samyan,21000,25,1-10,2023-09-24 11:30:00
Nye by Sansiri,15000,32,11-20,2023-09-24 11:30:00
The Excel Hideaway Sukhumvit 71,15000,30,1-10,2023-09-24 11:30:00
Life @ Sukhumvit 65,14000,33,11-20,2023-09-24 11:30:00
IDEO Mix Sukhumvit 103,15000,32,1-10,2023-09-24 11:30:00
Ashton Asoke,36000,35,11-20,2023-09-24 11:30:00
The Bangkok Sathon,37999,61,21-30,2023-09-24 11:30:00
C Ekkamai,14000,35,1-10,2023-09-24 11:30:00
Supalai Wellington,14000,47,1-10,2023-09-24 11:30:00
Supalai Wellington II,14000,42,1-10,2023-09-24 11:30:00
THE LINE Sukhumvit 101,18000,32,11-20,2023-09-24 11:30:00
Life Ratchadapisek,33000,65,11-20,2023-09-24 11:30:00
The Privacy Rama 9,13000,24,21-30,2023-09-24 11:30:00
The L 15 Condo,15000,41,1-10,2023-09-24 11:30:00
Noble Revolve Ratchada,14000,27,11-20,2023-09-24 11:30:00
Life Asoke,17000,30,21-30,2023-09-24 11:30:00
Supalai Park Ekkamai - Thonglor,15000,55,31-40,2023-09-24 11:30:00
Noble BE 19,36000,45,11-20,2023-09-24 11:30:00
Knightsbridge kaset - society,15000,26,11-20,2023-09-24 11:30:00
The Base Park West Sukhumvit 77,15000,31,21-30,2023-09-24 11:30:00
Lumpini Place Rama 4 - Kluaynamthai,12000,23,1-10,2023-09-24 11:30:00
Rhythm Sukhumvit 36 - 38,42000,54,11-20,2023-09-24 11:30:00
Mori Haus,22000,35,1-10,2023-09-24 11:30:00
Condo One X Sukhumvit 26,22000,52,1-10,2023-09-24 11:30:00
Thana Astoria Pinklao,12000,35,21-30,2023-09-24 11:30:00
Wittayu Complex,22000,100,1-10,2023-09-24 11:30:00
Rhythm Sukhumvit 44/1,40000,53,11-20,2023-09-24 11:30:00
The Bangkok Sukhumvit 61,50000,118,1-10,2023-09-24 11:30:00
Noble Revolve Ratchada,30000,54,1-10,2023-09-24 11:30:00
Rhythm Sukhumvit 36 - 38,35888,56,11-20,2023-09-24 11:30:00
Rhythm Rangnam,28000,47,11-20,2023-09-24 11:30:00
Aspire Ngamwongwan,10000,28,21-30,2023-09-24 11:30:00
Rhythm Asoke,14000,23,21-30,2023-09-24 11:30:00
Life Asoke,18000,30,11-20,2023-09-24 11:30:00
The Saint Residences,13000,30,1-10,2023-09-24 11:30:00
Rich Park @ Triple Station,15000,33,21-30,2023-09-24 11:30:00
The Star Estate @ Narathiwas,32000,100,1-10,2023-09-24 11:30:00
Plum Condo Pinklao Station,11000,27,1-10,2023-09-24 11:30:00
Life One Wireless,25000,35,11-20,2023-09-24 11:30:00
Supalai Wellington II,16000,42,1-10,2023-09-24 11:30:00
Supalai Wellington,19500,47,11-20,2023-09-24 11:30:00
D Ratchada 19,18000,44,1-10,2023-09-24 11:30:00
THE BASE Saphanmai,10500,29,1-10,2023-09-24 11:30:00
The Signature by URBANO,58000,85,11-20,2023-09-24 11:30:00
The Issara Ladprao,12500,34,1-10,2023-09-24 11:30:00
Blocs 77,12000,30,21-30,2023-09-24 11:30:00
Artemis Sukhumvit 77,13500,28,11-20,2023-09-24 11:30:00
C Ekkamai,16000,30,11-20,2023-09-24 11:30:00
IDEO Mobi Sukhumvit,13000,22,11-20,2023-09-24 11:30:00
Knightsbridge Prime Ratchayothin,16000,27,11-20,2023-09-24 11:30:00
The Key Sathorn - Ratchapruek,11000,31,11-20,2023-09-24 11:30:00
Metro Luxe Rama 4,12000,28,1-10,2023-09-24 11:30:00
The LINE Asoke - Ratchada,18000,35,1-10,2023-09-24 11:30:00
Life One Wireless,28000,35,21-30,2023-09-24 11:30:00
RHYTHM CHAROENKRUNG PAVILLION,30000,44,21-30,2023-09-24 11:30:00
IDEO Mobi Sukhumvit Eastpoint,18000,35,11-20,2023-09-24 11:30:00
C Ekkamai,20000,34,11-20,2023-09-24 11:30:00
The Coast Condominium,12000,36,21-30,2023-09-24 11:30:00
IDEO Mobi Sukhumvit Eastgate,10000,30,11-20,2023-09-24 11:30:00
IDEO Mix Sukhumvit 103,10000,30,11-20,2023-09-24 11:30:00
THE LINE Sukhumvit 101,13000,27,21-30,2023-09-24 11:30:00
Rhythm Ekkamai,22000,30,1-10,2023-09-24 11:30:00
Ivy Thonglor,15000,36,21-30,2023-09-24 11:30:00
Chewathai Residence Asoke,24000,39,11-20,2023-09-24 11:30:00
The Issara Ladprao,22000,52,11-20,2023-09-24 11:30:00
Estabe��� @ Phahonyothin 18,12000,25,1-10,2023-09-24 11:30:00
Notting Hill Jatujak - Interchange,14000,33,1-10,2023-09-24 11:30:00
Chateau In Town Major Ratchayothin,12000,30,1-10,2023-09-24 11:30:00
Knightsbridge Prime Ratchayothin,20000,31,21-30,2023-09-24 11:30:00
The Saint Residences,15000,30,21-30,2023-09-24 11:30:00
The Privacy Jatujak,15000,27,11-20,2023-09-24 11:30:00
The Base Rama 9 - Ramkhamhaeng,12000,30,31-40,2023-09-24 11:30:00
Life One Wireless,17000,28,21-30,2023-09-24 11:30:00
Ashton Asoke,26000,33,11-20,2023-09-24 11:30:00
Klass Sarasin-Rajdamri,22000,46,1-10,2023-09-24 11:30:00
The Seed Ratchada - Huay Kwang,11000,29,1-10,2023-09-24 11:30:00
Urbano Absolute Sathon - Taksin,14000,38,11-20,2023-09-24 11:30:00
PARK ORIGIN PHAYATHAI,30000,29,1-10,2023-09-24 11:30:00
Chewathai Residence Asoke,27000,33,11-20,2023-09-24 11:30:00
The Room Sukhumvit 62,39500,76,11-20,2023-09-24 11:30:00
Bangkok Horizon Ratchada - Thapra,11000,34,11-20,2023-09-24 11:30:00
The Reserve 61 Hideaway,100000,108,1-10,2023-09-24 11:30:00
The President Sathorn - Ratchaphruek 3,12000,35,11-20,2023-09-24 11:30:00
Rhythm Ratchada - Huai Khwang,19000,46,21-30,2023-09-24 11:30:00
IDEO Mix Sukhumvit 103,13000,31,11-20,2023-09-24 11:30:00
Chapter One the Campus,18000,46,1-10,2023-09-24 11:30:00
M Jatujak,33000,64,1-10,2023-09-24 11:30:00
59 Heritage,30000,56,11-20,2023-09-24 11:30:00
THE LINE Jatujak - Mochit,23000,35,31-40,2023-09-24 11:30:00
Lumpini Place Sathorn,12000,30,1-10,2023-09-24 11:30:00
Rise Rama 9,12000,29,1-10,2023-09-24 11:30:00
Elio Del Moss Phaholyothin 34,14500,35,1-10,2023-09-24 11:30:00
THE LINE Phahonyothin Park,50000,83,21-30,2023-09-24 11:30:00
Baan Navatara,10500,33,1-10,2023-09-24 11:30:00
XT EKKAMAI,21000,30,1-10,2023-09-24 11:30:00
The ESSE Asoke,35000,46,21-30,2023-09-24 11:30:00
Life Asoke Hype,23000,35,11-20,2023-09-24 11:30:00
Ashton Asoke,50000,47,11-20,2023-09-24 11:30:00
Ashton Asoke,36000,36,11-20,2023-09-24 11:30:00
NOBLE STATE 39,26500,30,11-20,2023-09-24 11:30:00
168 Sukhumvit 36,18000,30,1-10,2023-09-24 11:30:00
Nusasiri Grand,42000,80,11-20,2023-09-24 11:30:00
XT EKKAMAI,37500,54,11-20,2023-09-24 11:30:00
Q House Condo Sukhumvit 79,18000,30,21-30,2023-09-24 11:30:00
Life Ladprao,22000,35,31-40,2023-09-24 11:30:00
XT HUAIKWANG,35000,54,11-20,2023-09-24 11:30:00
WYNE Sukhumvit,17000,30,11-20,2023-09-24 11:30:00
IDEO O2,10000,28,11-20,2023-09-24 11:30:00
XT EKKAMAI,15000,30,1-10,2023-09-24 11:30:00
IDEO Rama 9 - Asoke,14500,27,11-20,2023-09-24 11:30:00
Nye by Sansiri,15000,34,1-10,2023-09-24 11:30:00
Muniq Langsuan,65000,56,11-20,2023-09-24 11:30:00
IDEO Mobi Wongsawang Interchange,12000,31,21-30,2023-09-24 11:30:00
The Base Rama 9 - Ramkhamhaeng,13500,35,11-20,2023-09-24 11:30:00
The Strand Thonglor,75000,54,11-20,2023-09-24 11:30:00
THE LINE Jatujak - Mochit,18000,30,21-30,2023-09-24 11:30:00
Diamond Sukhumvit,21000,51,11-20,2023-09-24 11:30:00
PG Rama IX,13000,42,11-20,2023-09-24 11:30:00
PARK ORIGIN PHROM PHONG,55000,58,41-50,2023-09-24 11:30:00
The Crest Park Residences,35000,50,1-10,2023-09-24 11:30:00
IDEO Sathorn - Thapra,15000,35,11-20,2023-09-24 11:30:00
Plum Condo Saphanmai Station,18000,40,1-10,2023-09-24 11:30:00
Ashton Chula - Silom,29000,32,11-20,2023-09-24 11:30:00
Knightsbridge Prime Onnut,16000,29,21-30,2023-09-24 11:30:00
Knightsbridge Prime Onnut,14000,30,21-30,2023-09-24 11:30:00
Q House Condo Sukhumvit 79,35000,60,21-30,2023-09-24 11:30:00
The Tree Pattanakarn - Ekkamai,30000,56,21-30,2023-09-24 11:30:00
IDEO Sukhumvit 93,21000,35,21-30,2023-09-24 11:30:00
Noble Revolve Ratchada,17000,26,21-30,2023-09-24 11:30:00
28 Chidlom,45000,44,1-10,2023-09-24 11:30:00
Muniq Langsuan,130000,86,11-20,2023-09-24 11:30:00
Life One Wireless,17000,29,21-30,2023-09-24 11:30:00
The Parkland Grand Taksin,11000,35,21-30,2023-09-24 11:30:00
THE LINE Phahonyothin Park,30000,60,1-10,2023-09-24 11:30:00
Artisan Ratchada,15000,29,11-20,2023-09-24 11:30:00
Noble Ploenchit,35000,45,21-30,2023-09-24 11:30:00
Niche Pride Taopoon - Interchange,13500,28,31-40,2023-09-24 11:30:00
Life @ Phahon - Ari,15000,41,1-10,2023-09-24 11:30:00
The Reserve Sukhumvit 61,100000,108,1-10,2023-09-24 11:30:00
The Lumpini 24,55000,55,1-10,2023-09-24 11:30:00
168 Sukhumvit 36,17000,30,1-10,2023-09-24 11:30:00
Q House Condo Sukhumvit 79,16000,31,21-30,2023-09-24 11:30:00
The Waterford Sukhumvit 50,25000,78,1-10,2023-09-24 11:30:00
Life Sukhumvit 48,16000,30,21-30,2023-09-24 11:30:00
Atmoz Ratchada - Huaikwang,15000,36,1-10,2023-09-24 11:30:00
Nara 9,37000,66,1-10,2023-09-24 11:30:00
IDEO Sathorn - Thapra,13000,31,11-20,2023-09-24 11:30:00
Notting Hill Sukhumvit 105,12000,26,1-10,2023-09-24 11:30:00
IDEO Mobi Sukhumvit,14000,21,11-20,2023-09-24 11:30:00
IDEO Mobi Sathorn,11000,23,11-20,2023-09-24 11:30:00
M Silom,30000,47,11-20,2023-09-24 11:30:00
My Condo Sukhumvit 81,13000,35,1-10,2023-09-24 11:30:00
Citi Smart Condo,40000,75,11-20,2023-09-24 11:30:00
PG Rama IX,13000,41,11-20,2023-09-24 11:30:00
MODIZ Sukhumvit 50,12500,29,1-10,2023-09-24 11:30:00
Rich Park @ Triple Station,14000,29,21-30,2023-09-24 11:30:00
Supalai Prime Rama 9,13500,33,1-10,2023-09-24 11:30:00
Supalai Oriental Sukhumvit 39,23500,39,1-10,2023-09-24 11:30:00
Metro Sky Bangsue - Prachachuen,10000,29,1-10,2023-09-24 11:30:00
The Bloom Sukhumvit 71,20000,49,1-10,2023-09-24 11:30:00
Life Asoke - Rama 9,21000,33,11-20,2023-09-24 11:30:00
Phayathai Place,13000,32,21-30,2023-09-24 11:30:00
The Station Sathorn - Bangrak,13000,30,1-10,2023-09-24 11:30:00
TEAL Sathorn - Taksin,14000,35,21-30,2023-09-24 11:30:00
Niche Pride Taopoon - Interchange,11000,28,11-20,2023-09-24 11:30:00
IDEO Sathorn - Thapra,12000,31,1-10,2023-09-24 11:30:00
A Space Asoke - Ratchada,16000,33,11-20,2023-09-24 11:30:00
The Next Garden Mix,23000,60,1-10,2023-09-24 11:30:00
Condolette Dwell Sukhumvit 26,17000,30,1-10,2023-09-24 11:30:00
The Crest Sukhumvit 34,43000,46,11-20,2023-09-24 11:30:00
Baan Siri Sathorn,27000,74,1-10,2023-09-24 11:30:00
A Space ID Asoke - Ratchada,13000,33,11-20,2023-09-24 11:30:00
Kallista Mansion,75000,315,11-20,2023-09-24 11:30:00
The Tree Sukhumvit 71 - Ekamai,12000,30,11-20,2023-09-24 11:30:00
Whizdom The Exclusive Sukhumvit 64,28000,65,1-10,2023-09-24 11:30:00
Quintara Phume Sukhumvit 39,20000,35,1-10,2023-09-24 11:30:00
Noble Ploenchit,44000,52,31-40,2023-09-24 11:30:00
The Nest Sukhumvit 22,15000,32,1-10,2023-09-24 11:30:00
Supalai Park Phaholyothin,15000,60,11-20,2023-09-24 11:30:00
Supalai Veranda Rama 9,12000,38,1-10,2023-09-24 11:30:00
Villa Sathorn,14000,42,31-40,2023-09-24 11:30:00
Siamese Exclusive Sukhumvit 31,75000,77,1-10,2023-09-24 11:30:00
IDEO Blucove Sukhumvit,16000,44,1-10,2023-09-24 11:30:00
The Stage Taopoon Interchange,11000,26,21-30,2023-09-24 11:30:00
Condolette Midst Rama 9,15500,35,21-30,2023-09-24 11:30:00
The Key Wutthakat,10000,33,11-20,2023-09-24 11:30:00
IDEO Mobi Sukhumvit 66,21000,35,11-20,2023-09-24 11:30:00
The Waterford Sukhumvit 50,13500,44,1-10,2023-09-24 11:30:00
The President Sathorn - Ratchaphruek 3,13000,35,1-10,2023-09-24 11:30:00
Supalai Premier Place Asoke,25000,64,21-30,2023-09-24 11:30:00
The Room Rama 4,27000,44,31-40,2023-09-24 11:30:00
Lumpini Ville Phatthanakan - New Phetchaburi,12000,32,1-10,2023-09-24 11:30:00
Zenith Place Sukhumvit 42,18000,39,1-10,2023-09-24 11:30:00
THE BASE Saphanmai,12000,28,1-10,2023-09-24 11:30:00
IDEO Sukhumvit 93,16000,35,1-10,2023-09-24 11:30:00
The Seed Phaholyothin,13500,37,1-10,2023-09-24 11:30:00
Life @ Phahon 18,12000,30,1-10,2023-09-24 11:30:00
Life Sukhumvit 48,25000,47,11-20,2023-09-24 11:30:00
Noble Ploenchit,33000,45,21-30,2023-09-24 11:30:00
Noble Ambience Sukhumvit 42,21000,39,1-10,2023-09-24 11:30:00
MARU EKKAMAI 2,55000,60,11-20,2023-09-24 11:30:00
Noble Lite,18000,36,11-20,2023-09-24 11:30:00
The Nest Sukhumvit 64,16000,38,1-10,2023-09-24 11:30:00
The Unique Ekamai-Ramintra,18000,38,1-10,2023-09-24 11:30:00
The Waterford Park Sukhumvit 53,39000,140,11-20,2023-09-24 11:30:00
Life @ Phahon - Ari,29000,65,1-10,2023-09-24 11:30:00
Rhythm Sathorn,16000,36,1-10,2023-09-24 11:30:00
Life Asoke - Rama 9,18000,32,21-30,2023-09-24 11:30:00
Hasu Haus,17000,30,1-10,2023-09-24 11:30:00
Supalai Veranda Ratchavipha - Prachachuen,14000,45,21-30,2023-09-24 11:30:00
Aspire Ladprao 113,10000,29,1-10,2023-09-24 11:30:00
Supalai City Resort Rama 8,23000,67,1-10,2023-09-24 11:30:00
The Clover Thonglor,20000,37,1-10,2023-09-24 11:30:00
Chrisma Ramintra,12500,33,1-10,2023-09-24 11:30:00
IDEO Mobi Sukhumvit 66,65000,85,11-20,2023-09-24 11:30:00
Via Botani,38000,51,1-10,2023-09-24 11:30:00
Condo One X Sukhumvit 26,25000,50,11-20,2023-09-24 11:30:00
Ivy River,13000,43,21-30,2023-09-24 11:30:00
A Space Sukhumvit 77,10000,36,1-10,2023-09-24 11:30:00
Via Botani,25000,50,11-20,2023-09-24 11:30:00
Click Sukhumvit 65,22000,54,1-10,2023-09-24 11:30:00
IDEO Sathorn - Wongwian Yai,13000,28,1-10,2023-09-24 11:30:00
THE LINE Phahon - Pradipat,16000,27,11-20,2023-09-24 11:30:00
Supalai Park Ekkamai - Thonglor,16000,55,21-30,2023-09-24 11:30:00
Star View,35000,70,21-30,2023-09-24 11:30:00
The President Sathorn - Ratchaphruek,11000,35,11-20,2023-09-24 11:30:00
Belle Grand Rama 9,50000,106,31-40,2023-09-24 11:30:00
IDEO Q Ratchathewi,21000,34,21-30,2023-09-24 11:30:00
Collezio Sathorn - Pipat,20000,42,1-10,2023-09-24 11:30:00
The Aree Condominium,35000,102,1-10,2023-09-24 11:30:00
Rhythm Phahol - Ari,14000,35,11-20,2023-09-24 11:30:00
Supalai Veranda Rama 9,13000,39,1-10,2023-09-24 11:30:00
The Room Sukhumvit 21,75000,100,21-30,2023-09-24 11:30:00
Life Asoke Hype,15000,26,31-40,2023-09-24 11:30:00
333 Riverside,22000,46,31-40,2023-09-24 11:30:00
Life Sukhumvit 48,17500,34,1-10,2023-09-24 11:30:00
Elements Srinakarin,20000,67,1-10,2023-09-24 11:30:00
Centric Ratchayothin,20000,35,1-10,2023-09-24 11:30:00
The Tempo Grand Sathorn - Wutthakat,15000,31,11-20,2023-09-24 11:30:00
Villa Sathorn,22000,58,21-30,2023-09-24 11:30:00
Altitude Unicorn Sathorn - Thapra,15000,24,1-10,2023-09-24 11:30:00
IDEO Blucove Sukhumvit,15500,35,1-10,2023-09-24 11:30:00
Happy Condo Ladprao 101,12500,38,1-10,2023-09-24 11:30:00
IDEO Mobi Wongsawang Interchange,12000,31,1-10,2023-09-24 11:30:00
Q House Condo Sukhumvit 79,16000,31,11-20,2023-09-24 11:30:00
Life One Wireless,18000,28,11-20,2023-09-24 11:30:00
Supalai Premier Place Asoke,35000,99,1-10,2023-09-24 11:30:00
The Coast Condominium,12000,35,11-20,2023-09-24 11:30:00
Supalai Premier @ Asoke,25000,50,21-30,2023-09-24 11:30:00
